time,id,mA,V,W
164.153,B,222.720,4.080,0.909
164.173,B,227.520,4.080,0.928
164.191,B,221.000,4.070,0.899
164.212,B,222.400,4.080,0.907
164.231,B,235.000,4.080,0.959
164.252,B,223.000,4.080,0.910
164.271,B,222.920,4.080,0.910
164.290,B,223.000,4.080,0.910
164.310,B,223.000,4.080,0.910
164.330,B,233.920,4.080,0.954
164.350,B,223.000,4.080,0.910
164.370,B,222.600,4.080,0.908
164.388,B,232.600,4.080,0.949
164.409,B,231.720,4.080,0.945
164.428,B,233.800,4.080,0.954
164.448,B,232.400,4.080,0.948
164.469,B,226.800,4.080,0.925
164.486,B,224.720,4.080,0.917
164.507,B,222.800,4.080,0.909
164.526,B,228.120,4.050,0.924
164.547,B,232.800,4.080,0.950
164.566,B,227.720,4.080,0.929
164.585,B,228.800,4.080,0.934
164.605,B,234.600,4.070,0.955
164.625,B,223.320,4.080,0.911
164.645,B,233.200,4.080,0.951
164.665,B,222.920,4.080,0.910
164.685,B,222.720,4.080,0.909
164.703,B,222.920,4.080,0.910
164.723,B,227.000,4.080,0.926
164.743,B,224.320,4.070,0.913
164.763,B,221.000,4.080,0.902
164.783,B,232.120,4.080,0.947
164.802,B,228.000,4.080,0.930
164.822,B,222.800,4.090,0.911
164.842,B,229.920,4.080,0.938
164.862,B,223.400,4.080,0.911
164.882,B,227.400,4.080,0.928
164.900,B,223.000,4.080,0.910
164.920,B,227.320,4.080,0.927
164.940,B,222.720,4.080,0.909
164.960,B,222.720,4.080,0.909
164.981,B,222.800,4.080,0.909
164.998,B,227.200,4.080,0.927
165.019,B,223.720,4.080,0.913
165.038,B,221.200,4.070,0.900
165.059,B,226.720,4.080,0.925
165.079,B,223.000,4.080,0.910
165.097,B,222.520,4.080,0.908
165.117,B,227.600,4.080,0.929
165.137,B,222.400,4.080,0.907
165.157,B,224.800,4.070,0.915
165.177,B,227.720,4.080,0.929
165.197,B,222.400,4.080,0.907
165.215,B,223.320,4.080,0.911
165.235,B,222.600,4.080,0.908
165.255,B,223.200,4.080,0.911
165.276,B,222.600,4.070,0.906
165.295,B,217.200,4.070,0.884
165.314,B,226.120,4.080,0.923
165.334,B,222.720,4.080,0.909
165.354,B,223.720,4.080,0.913
165.374,B,232.520,4.080,0.949
165.393,B,228.800,4.070,0.931
165.412,B,228.800,4.070,0.931
165.432,B,232.000,4.080,0.947
165.452,B,231.720,4.080,0.945
165.472,B,227.400,4.080,0.928
165.492,B,228.800,4.080,0.934
165.510,B,231.400,4.080,0.944
165.531,B,232.000,4.070,0.944
165.550,B,230.800,4.080,0.942
165.571,B,234.400,4.080,0.956
165.591,B,225.600,4.090,0.923
165.608,B,223.520,4.080,0.912
165.629,B,223.920,4.080,0.914
165.649,B,223.200,4.080,0.911
165.669,B,234.720,4.080,0.958
165.689,B,223.200,4.080,0.911
165.707,B,227.520,4.080,0.928
165.727,B,222.920,4.080,0.910
165.747,B,224.600,4.080,0.916
165.767,B,224.720,4.070,0.915
165.788,B,227.400,4.080,0.928
165.807,B,226.000,4.070,0.920
165.826,B,224.400,4.070,0.913
165.845,B,223.920,4.070,0.911
165.865,B,220.000,4.080,0.898
165.886,B,234.320,4.080,0.956
165.905,B,227.600,4.080,0.929
165.924,B,222.520,4.080,0.908
165.944,B,231.920,4.080,0.946
165.964,B,227.120,4.080,0.927
165.984,B,229.920,4.080,0.938
166.004,B,264.320,4.080,1.078
166.022,B,241.800,4.080,0.987
166.043,B,223.800,4.070,0.911
166.063,B,226.120,4.070,0.920
166.083,B,228.520,4.070,0.930
166.103,B,227.720,4.070,0.927
166.120,B,224.800,4.080,0.917
166.141,B,228.200,4.080,0.931
166.161,B,227.720,4.080,0.929
166.181,B,229.200,4.080,0.935
166.201,B,227.600,4.080,0.929
166.219,B,229.000,4.080,0.934
166.239,B,222.800,4.080,0.909
166.260,B,227.920,4.080,0.930
166.279,B,229.200,4.080,0.935
166.300,B,223.400,4.080,0.911
166.319,B,223.120,4.080,0.910
166.337,B,227.120,4.080,0.927
166.358,B,222.320,4.070,0.905
166.377,B,219.000,4.070,0.891
166.398,B,243.800,4.080,0.995
166.417,B,227.800,4.080,0.929
166.436,B,228.320,4.080,0.932
166.456,B,227.720,4.080,0.929
166.476,B,224.720,4.080,0.917
166.496,B,229.600,4.080,0.937
166.516,B,227.520,4.080,0.928
166.534,B,223.200,4.080,0.911
166.555,B,222.720,4.080,0.909
166.574,B,232.320,4.080,0.948
166.594,B,228.720,4.070,0.931
166.614,B,221.720,4.070,0.902
166.632,B,227.720,4.080,0.929
166.653,B,222.600,4.080,0.908
166.673,B,223.120,4.080,0.910
166.693,B,233.720,4.080,0.954
166.713,B,223.120,4.080,0.910
166.731,B,227.000,4.080,0.926
166.751,B,222.720,4.080,0.909
166.772,B,227.600,4.080,0.929
166.791,B,230.320,4.080,0.940
166.811,B,223.400,4.080,0.911
166.830,B,222.720,4.080,0.909
166.849,B,226.800,4.080,0.925
166.870,B,220.400,4.070,0.897
166.889,B,225.120,4.080,0.918
166.910,B,222.800,4.080,0.909
166.929,B,227.400,4.080,0.928
166.948,B,222.920,4.080,0.910
166.968,B,227.200,4.080,0.927
166.988,B,223.800,4.080,0.913
167.008,B,228.120,4.080,0.931
167.028,B,226.200,4.070,0.921
167.046,B,222.520,4.080,0.908
167.066,B,222.520,4.080,0.908
167.086,B,222.800,4.080,0.909
167.106,B,245.200,4.070,0.998
167.126,B,220.320,4.080,0.899
167.144,B,223.400,4.090,0.914
167.165,B,223.320,4.080,0.911
167.185,B,223.400,4.080,0.911
167.205,B,238.000,4.080,0.971
167.224,B,223.000,4.080,0.910
167.243,B,227.320,4.080,0.927
167.263,B,222.920,4.080,0.910
167.283,B,226.320,4.080,0.923
167.303,B,234.720,4.080,0.958
167.323,B,222.720,4.080,0.909
167.341,B,224.320,4.080,0.915
167.361,B,222.600,4.080,0.908
167.382,B,234.000,4.080,0.955
167.401,B,232.600,4.070,0.947
167.422,B,226.920,4.070,0.924
167.441,B,230.800,4.080,0.942
167.460,B,227.200,4.080,0.927
167.480,B,222.720,4.080,0.909
167.500,B,232.600,4.070,0.947
167.520,B,223.720,4.080,0.913
167.539,B,223.320,4.080,0.911
167.558,B,222.920,4.080,0.910
167.578,B,223.000,4.080,0.910
167.598,B,227.920,4.080,0.930
167.618,B,229.800,4.070,0.935
167.639,B,221.800,4.070,0.903
167.656,B,221.600,4.080,0.904
167.677,B,222.920,4.080,0.910
167.696,B,222.600,4.080,0.908
167.717,B,230.000,4.080,0.938
167.737,B,227.320,4.080,0.927
167.754,B,223.120,4.080,0.910
167.775,B,222.920,4.080,0.910
167.795,B,222.520,4.080,0.908
167.815,B,237.120,4.080,0.967
167.835,B,221.600,4.070,0.902
167.854,B,288.120,4.040,1.164
167.873,B,325.520,4.050,1.318
167.894,B,327.200,4.040,1.322
167.913,B,266.800,4.080,1.089
167.934,B,255.000,4.090,1.043
167.952,B,249.720,4.060,1.014
167.972,B,258.600,4.090,1.058
167.992,B,270.720,4.090,1.107
168.011,B,293.520,4.090,1.200
168.032,B,236.120,4.090,0.966
168.052,B,231.920,4.060,0.942
168.070,B,257.920,4.090,1.055
168.090,B,272.320,4.090,1.114
168.110,B,239.320,4.090,0.979
168.130,B,219.600,4.070,0.894
168.151,B,225.800,4.080,0.921
168.168,B,254.400,4.090,1.040
168.189,B,344.720,4.040,1.393
168.209,B,430.520,4.060,1.748
168.228,B,267.120,4.090,1.093
168.249,B,241.000,4.090,0.986
168.267,B,337.720,4.040,1.364
168.287,B,338.400,4.100,1.387
168.307,B,242.920,4.090,0.994
168.327,B,232.320,4.080,0.948
168.347,B,225.600,4.090,0.923
168.366,B,313.800,4.050,1.271
168.385,B,435.000,4.060,1.766
168.406,B,317.720,4.100,1.303
168.425,B,238.920,4.090,0.977
168.446,B,229.800,4.080,0.938
168.464,B,290.200,4.030,1.170
168.483,B,456.000,4.070,1.856
168.504,B,388.200,4.050,1.572
168.523,B,417.200,4.060,1.694
168.544,B,453.720,4.070,1.847
168.564,B,389.600,4.050,1.578
168.582,B,481.800,4.050,1.951
168.602,B,427.720,4.060,1.737
168.622,B,344.320,4.070,1.401
168.642,B,360.120,4.070,1.466
168.663,B,371.400,4.060,1.508
168.680,B,461.320,4.070,1.878
168.700,B,412.800,4.060,1.676
168.721,B,455.720,4.050,1.846
168.740,B,626.600,4.010,2.513
168.761,B,523.000,4.060,2.123
168.779,B,548.000,4.050,2.219
168.799,B,540.920,4.050,2.191
168.819,B,534.000,4.060,2.168
168.839,B,555.600,4.020,2.234
168.859,B,485.720,4.010,1.948
168.878,B,496.720,4.060,2.017
168.897,B,522.400,4.040,2.110
168.918,B,579.320,4.030,2.335
168.937,B,612.720,4.060,2.488
168.957,B,494.320,4.060,2.007
168.978,B,484.800,4.060,1.968
168.995,B,508.400,4.020,2.044
169.016,B,626.920,4.040,2.533
169.036,B,481.520,4.060,1.955
169.056,B,240.920,4.100,0.988
169.076,B,226.520,4.090,0.926
169.094,B,233.400,4.090,0.955
169.114,B,223.920,4.090,0.916
169.135,B,220.520,4.080,0.900
169.154,B,232.000,4.090,0.949
169.175,B,220.600,4.080,0.900
169.192,B,219.600,4.080,0.896
169.212,B,222.720,4.070,0.906
169.233,B,216.600,4.070,0.882
169.252,B,228.920,4.070,0.932
169.273,B,220.720,4.080,0.901
169.291,B,245.000,4.050,0.992
169.311,B,300.600,4.090,1.229
169.331,B,240.720,4.080,0.982
169.351,B,235.400,4.080,0.960
169.371,B,237.000,4.080,0.967
169.389,B,249.120,4.080,1.016
169.409,B,240.720,4.080,0.982
169.429,B,232.400,4.070,0.946
169.449,B,231.920,4.080,0.946
169.469,B,234.600,4.090,0.960
169.488,B,225.200,4.080,0.919
169.507,B,224.800,4.070,0.915
169.528,B,222.720,4.080,0.909
169.548,B,225.320,4.080,0.919
169.568,B,236.600,4.080,0.965
169.588,B,225.200,4.080,0.919
169.606,B,229.320,4.080,0.936
169.626,B,225.200,4.080,0.919
169.646,B,224.920,4.080,0.918
169.666,B,234.520,4.080,0.957
169.686,B,223.120,4.080,0.910
169.704,B,219.600,4.080,0.896
169.724,B,225.200,4.080,0.919
169.745,B,229.200,4.080,0.935
169.764,B,231.920,4.080,0.946
169.785,B,224.600,4.080,0.916
169.803,B,224.720,4.080,0.917
169.823,B,229.600,4.080,0.937
169.843,B,224.720,4.080,0.917
169.863,B,241.800,4.080,0.987
169.883,B,230.320,4.080,0.940
169.901,B,233.920,4.080,0.954
169.921,B,224.800,4.080,0.917
169.941,B,224.920,4.080,0.918
169.961,B,225.720,4.060,0.916
169.981,B,234.520,4.080,0.957
170.000,B,224.800,4.080,0.917
170.020,B,226.720,4.070,0.923
170.040,B,224.720,4.080,0.917
170.060,B,226.600,4.080,0.925
170.080,B,233.120,4.080,0.951
170.100,B,229.000,4.080,0.934
170.118,B,224.720,4.080,0.917
170.138,B,229.520,4.080,0.936
170.158,B,224.720,4.080,0.917
170.178,B,231.800,4.080,0.946
170.198,B,224.600,4.080,0.916
170.216,B,220.800,4.080,0.901
170.236,B,222.520,4.080,0.908
170.257,B,229.720,4.080,0.937
170.276,B,232.720,4.080,0.949
170.297,B,225.120,4.080,0.918
170.314,B,224.800,4.080,0.917
170.335,B,224.520,4.080,0.916
170.355,B,224.720,4.080,0.917
170.374,B,233.600,4.070,0.951
170.395,B,238.000,4.080,0.971
170.413,B,233.720,4.080,0.954
170.433,B,230.400,4.080,0.940
170.453,B,229.400,4.080,0.936
170.473,B,229.600,4.070,0.934
170.493,B,229.520,4.080,0.936
170.512,B,226.400,4.070,0.921
170.532,B,224.600,4.080,0.916
170.552,B,222.720,4.070,0.906
170.571,B,224.720,4.080,0.917
170.591,B,235.520,4.080,0.961
170.610,B,224.800,4.080,0.917
170.630,B,233.120,4.080,0.951
170.650,B,225.720,4.080,0.921
170.670,B,224.520,4.080,0.916
170.690,B,235.720,4.080,0.962
170.710,B,224.400,4.080,0.916
170.729,B,225.320,4.080,0.919
170.748,B,224.200,4.080,0.915
170.769,B,234.600,4.080,0.957
170.788,B,230.320,4.070,0.937
170.809,B,219.320,4.070,0.893
170.827,B,227.400,4.080,0.928
170.846,B,227.400,4.080,0.928
170.867,B,234.320,4.080,0.956
170.886,B,236.200,4.080,0.964
170.907,B,224.720,4.080,0.917
170.925,B,228.600,4.080,0.933
170.945,B,224.720,4.080,0.917
170.965,B,224.600,4.080,0.916
170.985,B,233.120,4.080,0.951
171.005,B,225.120,4.080,0.918
171.024,B,229.720,4.080,0.937
171.043,B,225.600,4.070,0.918
171.063,B,224.800,4.080,0.917
171.083,B,228.200,4.070,0.929
171.103,B,226.920,4.070,0.924
171.122,B,220.800,4.080,0.901
171.142,B,225.520,4.080,0.920
171.162,B,228.800,4.080,0.934
171.182,B,224.920,4.080,0.918
171.202,B,230.320,4.080,0.940
171.222,B,229.200,4.080,0.935
171.241,B,224.120,4.080,0.914
171.260,B,225.000,4.080,0.918
171.281,B,224.600,4.080,0.916
171.300,B,235.400,4.080,0.960
171.320,B,222.920,4.070,0.907
171.339,B,218.920,4.080,0.893
171.358,B,228.920,4.080,0.934
171.379,B,224.600,4.080,0.916
171.399,B,242.600,4.080,0.990
171.419,B,233.600,4.080,0.953
171.437,B,229.600,4.070,0.934
171.457,B,231.120,4.070,0.941
171.477,B,233.720,4.080,0.954
171.497,B,231.320,4.080,0.944
171.517,B,224.320,4.080,0.915
171.535,B,227.120,4.070,0.924
171.555,B,219.400,4.080,0.895
171.575,B,225.000,4.080,0.918
171.595,B,231.400,4.080,0.944
171.615,B,228.800,4.080,0.934
171.634,B,224.600,4.080,0.916
171.653,B,224.400,4.080,0.916
171.674,B,229.200,4.080,0.935
171.694,B,231.520,4.080,0.945
171.714,B,227.520,4.080,0.928
171.732,B,225.000,4.080,0.918
171.753,B,229.200,4.080,0.935
171.772,B,225.000,4.080,0.918
171.792,B,225.320,4.090,0.922
171.812,B,236.000,4.080,0.963
171.832,B,223.200,4.070,0.908
171.851,B,220.400,4.070,0.897
171.870,B,232.920,4.080,0.950
171.891,B,229.920,4.080,0.938
171.910,B,237.320,4.080,0.968
171.931,B,228.920,4.080,0.934
171.949,B,224.720,4.080,0.917
171.969,B,225.600,4.080,0.920
171.989,B,224.720,4.080,0.917
172.009,B,231.400,4.080,0.944
172.029,B,225.400,4.080,0.920
172.047,B,270.320,4.080,1.103
172.068,B,246.200,4.080,1.004
172.087,B,232.800,4.080,0.950
172.108,B,225.520,4.070,0.918
172.127,B,230.600,4.080,0.941
172.146,B,226.600,4.080,0.925
172.165,B,228.320,4.080,0.932
172.186,B,226.800,4.080,0.925
172.206,B,230.920,4.080,0.942
172.226,B,229.120,4.080,0.935
172.244,B,226.600,4.080,0.925
172.264,B,224.800,4.080,0.917
172.284,B,225.520,4.080,0.920
172.304,B,229.320,4.080,0.936
172.324,B,229.200,4.070,0.933
172.344,B,224.200,4.080,0.915
172.363,B,229.200,4.080,0.935
172.382,B,223.120,4.070,0.908
172.403,B,231.600,4.070,0.943
172.422,B,230.000,4.080,0.938
172.443,B,350.600,4.040,1.416
172.461,B,302.720,4.090,1.238
172.480,B,228.720,4.090,0.935
172.501,B,224.400,4.080,0.916
172.521,B,224.400,4.080,0.916
172.541,B,225.000,4.090,0.920
172.559,B,226.400,4.080,0.924
172.580,B,229.400,4.080,0.936
172.599,B,229.120,4.080,0.935
172.620,B,224.520,4.080,0.916
172.639,B,221.120,4.070,0.900
172.658,B,221.720,4.080,0.905
172.677,B,229.320,4.080,0.936
172.698,B,224.200,4.080,0.915
172.718,B,224.800,4.080,0.917
172.737,B,235.600,4.080,0.961
172.756,B,228.720,4.080,0.933
172.776,B,224.920,4.080,0.918
172.796,B,224.400,4.080,0.916
172.816,B,229.320,4.080,0.936
172.836,B,231.800,4.080,0.946
172.854,B,224.400,4.080,0.916
172.875,B,226.000,4.080,0.922
172.894,B,224.200,4.080,0.915
172.915,B,229.120,4.080,0.935
172.934,B,225.200,4.070,0.917
172.955,B,224.200,4.070,0.912
172.973,B,224.400,4.080,0.916
172.992,B,224.800,4.080,0.917
173.013,B,229.000,4.080,0.934
173.032,B,229.000,4.080,0.934
173.053,B,233.920,4.080,0.954
173.071,B,229.000,4.080,0.934
173.091,B,224.720,4.080,0.917
173.111,B,224.320,4.080,0.915
173.132,B,224.400,4.080,0.916
173.151,B,241.400,4.080,0.985
173.170,B,222.000,4.070,0.904
173.190,B,224.520,4.080,0.916
173.209,B,228.800,4.080,0.934
173.230,B,224.600,4.080,0.916
173.249,B,232.800,4.080,0.950
173.268,B,224.600,4.080,0.916
173.287,B,229.400,4.080,0.936
173.308,B,229.400,4.080,0.936
173.328,B,227.600,4.070,0.926
173.348,B,232.520,4.080,0.949
173.366,B,229.200,4.080,0.935
173.387,B,225.520,4.070,0.918
173.406,B,235.120,4.080,0.959
173.426,B,233.200,4.080,0.951
173.446,B,239.720,4.070,0.976
173.466,B,233.320,4.080,0.952
173.485,B,219.000,4.080,0.894
173.504,B,226.920,4.080,0.926
173.525,B,224.200,4.080,0.915
173.544,B,225.520,4.080,0.920
173.565,B,234.720,4.080,0.958
173.583,B,224.720,4.080,0.917
173.603,B,224.520,4.080,0.916
173.623,B,228.720,4.080,0.933
173.644,B,224.400,4.080,0.916
173.663,B,232.800,4.080,0.950
173.681,B,224.320,4.080,0.915
173.702,B,220.520,4.070,0.898
173.721,B,221.200,4.070,0.900
173.742,B,222.800,4.080,0.909
173.761,B,235.920,4.080,0.963
173.780,B,224.200,4.080,0.915
173.800,B,228.520,4.080,0.932
173.820,B,227.000,4.080,0.926
173.840,B,226.800,4.080,0.925
173.860,B,240.920,4.070,0.981
173.878,B,230.000,4.080,0.938
173.898,B,230.000,4.060,0.934
173.918,B,324.720,4.040,1.312
173.938,B,290.120,4.090,1.187
173.958,B,257.720,4.090,1.054
173.976,B,244.200,4.080,0.996
173.997,B,248.920,4.070,1.013
174.016,B,261.920,4.070,1.066
174.037,B,250.320,4.080,1.021
174.056,B,262.920,4.030,1.060
174.077,B,263.920,4.090,1.079
174.095,B,224.720,4.090,0.919
174.116,B,272.600,4.080,1.112
174.135,B,250.400,4.090,1.024
174.155,B,239.600,4.080,0.978
174.175,B,255.320,4.090,1.044
174.193,B,225.200,4.080,0.919
174.214,B,240.600,4.080,0.982
174.233,B,431.320,4.060,1.751
174.254,B,365.320,4.100,1.498
174.273,B,273.120,4.090,1.117
174.292,B,254.200,4.090,1.040
174.312,B,239.720,4.080,0.978
174.332,B,411.120,4.060,1.669
174.352,B,426.720,4.060,1.732
174.372,B,444.720,4.040,1.797
174.390,B,472.320,4.060,1.918
174.410,B,312.400,4.070,1.271
174.430,B,318.600,4.040,1.287
174.450,B,243.520,4.090,0.996
174.470,B,245.600,4.090,1.005
174.490,B,235.920,4.080,0.963
174.509,B,250.720,4.090,1.025
174.528,B,320.200,4.030,1.290
174.549,B,404.920,4.060,1.644
174.569,B,432.000,4.040,1.745
174.589,B,477.120,4.050,1.932
174.607,B,331.200,4.090,1.355
174.627,B,285.600,4.050,1.157
174.647,B,248.120,4.090,1.015
174.667,B,237.920,4.080,0.971
174.687,B,236.800,4.080,0.966
174.705,B,221.600,4.060,0.900
174.726,B,275.520,4.040,1.113
174.745,B,465.400,4.070,1.894
174.766,B,423.000,4.060,1.717
174.785,B,490.200,4.050,1.985
174.804,B,351.400,4.040,1.420
174.824,B,252.000,4.040,1.018
174.843,B,412.800,4.060,1.676
174.864,B,233.800,4.080,0.954
174.883,B,245.600,4.080,1.002
174.902,B,233.800,4.060,0.949
174.922,B,431.720,4.040,1.744
174.942,B,448.800,4.060,1.822
174.962,B,420.720,4.060,1.708
174.983,B,483.720,4.060,1.964
175.000,B,397.000,4.070,1.616
175.021,B,377.120,4.060,1.531
175.040,B,478.120,4.050,1.936
175.061,B,493.120,4.040,1.992
175.080,B,635.000,4.040,2.565
175.100,B,509.920,4.100,2.091
175.119,B,286.600,4.100,1.175
175.139,B,243.600,4.090,0.996
175.159,B,235.520,4.080,0.961
175.179,B,243.000,4.060,0.987
175.199,B,223.320,4.050,0.904
175.217,B,217.200,4.080,0.886
175.238,B,231.000,4.080,0.942
175.257,B,223.200,4.080,0.911
175.278,B,220.920,4.080,0.901
175.297,B,222.400,4.080,0.907
175.315,B,223.000,4.080,0.910
175.336,B,218.000,4.080,0.889
175.355,B,220.000,4.080,0.898
175.376,B,265.600,4.040,1.073
175.395,B,261.200,4.080,1.066
175.414,B,236.800,4.080,0.966
175.434,B,236.200,4.080,0.964
175.454,B,236.600,4.080,0.965
175.474,B,235.520,4.070,0.959
175.495,B,230.200,4.080,0.939
175.512,B,219.920,4.070,0.895
175.533,B,223.920,4.080,0.914
175.552,B,222.920,4.080,0.910
175.572,B,222.920,4.080,0.910
175.593,B,234.320,4.080,0.956
175.612,B,227.000,4.080,0.926
175.631,B,223.320,4.090,0.913
175.650,B,224.400,4.080,0.916
175.671,B,223.520,4.080,0.912
175.691,B,227.400,4.080,0.928
175.711,B,223.000,4.080,0.910
175.729,B,223.120,4.070,0.908
175.750,B,224.600,4.080,0.916
175.769,B,223.000,4.080,0.910
175.790,B,218.200,4.070,0.888
175.809,B,221.120,4.080,0.902
175.827,B,223.120,4.080,0.910
175.848,B,222.200,4.080,0.907
175.867,B,227.400,4.080,0.928
175.888,B,222.800,4.080,0.909
175.907,B,239.720,4.080,0.978
175.926,B,228.000,4.080,0.930
175.946,B,222.600,4.080,0.908
175.966,B,222.520,4.080,0.908
175.986,B,226.920,4.080,0.926
176.007,B,221.400,4.070,0.901
176.024,B,218.800,4.070,0.891
176.044,B,223.600,4.070,0.910
176.064,B,220.600,4.080,0.900
176.084,B,224.600,4.080,0.916
176.105,B,222.600,4.080,0.908
176.122,B,226.920,4.080,0.926
176.143,B,222.600,4.080,0.908
176.162,B,222.200,4.080,0.907
176.183,B,227.120,4.080,0.927
176.203,B,222.120,4.080,0.906
176.223,B,235.200,4.080,0.960
176.241,B,222.600,4.080,0.908
176.261,B,222.120,4.070,0.904
176.281,B,225.800,4.080,0.921
176.301,B,222.200,4.080,0.907
176.321,B,225.800,4.070,0.919
176.339,B,222.320,4.080,0.907
176.360,B,222.320,4.080,0.907
176.379,B,226.800,4.080,0.925
176.400,B,222.400,4.090,0.910
176.419,B,244.400,4.060,0.992
176.438,B,231.720,4.080,0.945
176.458,B,231.720,4.080,0.945
176.479,B,227.600,4.080,0.929
176.498,B,222.600,4.080,0.908
176.518,B,222.800,4.080,0.909
176.536,B,238.400,4.080,0.973
176.556,B,218.920,4.070,0.891
176.577,B,223.800,4.070,0.911
176.596,B,231.200,4.080,0.943
176.617,B,222.200,4.080,0.907
176.634,B,235.320,4.080,0.960
176.655,B,226.920,4.080,0.926
176.675,B,222.000,4.080,0.906
176.695,B,222.320,4.080,0.907
176.715,B,226.800,4.080,0.925
176.732,B,229.000,4.080,0.934
176.753,B,222.320,4.080,0.907
176.773,B,222.200,4.080,0.907
176.793,B,226.720,4.080,0.925
176.813,B,224.320,4.070,0.913
176.833,B,233.320,4.080,0.952
176.851,B,223.400,4.080,0.911
176.872,B,224.320,4.080,0.915
176.891,B,222.120,4.080,0.906
176.912,B,232.600,4.080,0.949
176.931,B,233.400,4.080,0.952
176.950,B,227.000,4.080,0.926
176.970,B,227.120,4.080,0.927
176.989,B,221.920,4.080,0.905
177.010,B,223.200,4.080,0.911
177.029,B,227.000,4.070,0.924
177.049,B,222.800,4.080,0.909
177.068,B,218.400,4.070,0.889
177.089,B,219.200,4.070,0.892
177.108,B,225.920,4.080,0.922
177.129,B,222.600,4.080,0.908
177.146,B,229.400,4.080,0.936
177.167,B,222.320,4.080,0.907
177.187,B,222.920,4.090,0.912
177.206,B,224.200,4.080,0.915
177.227,B,222.720,4.080,0.909
177.244,B,233.600,4.080,0.953
177.265,B,222.600,4.080,0.908
177.285,B,222.400,4.080,0.907
177.305,B,221.800,4.080,0.905
177.325,B,227.120,4.080,0.927
177.345,B,229.400,4.070,0.934
177.363,B,221.320,4.070,0.901
177.384,B,219.120,4.070,0.892
177.403,B,227.600,4.080,0.929
177.424,B,229.400,4.080,0.936
177.443,B,233.720,4.080,0.954
177.461,B,226.920,4.080,0.926
177.482,B,231.320,4.070,0.941
177.501,B,226.720,4.080,0.925
177.523,B,231.400,4.080,0.944
177.541,B,229.120,4.080,0.935
177.560,B,223.200,4.080,0.911
177.580,B,222.200,4.080,0.907
177.601,B,227.000,4.080,0.926
177.620,B,222.720,4.070,0.906
177.640,B,222.600,4.070,0.906
177.659,B,230.800,4.080,0.942
177.678,B,222.200,4.080,0.907
177.699,B,222.000,4.080,0.906
177.718,B,221.920,4.080,0.905
177.739,B,222.800,4.080,0.909
177.756,B,228.120,4.080,0.931
177.777,B,226.800,4.080,0.925
177.797,B,222.000,4.080,0.906
177.817,B,222.000,4.080,0.906
177.837,B,222.200,4.080,0.907
177.856,B,233.520,4.080,0.953
177.875,B,218.800,4.070,0.891
177.896,B,218.200,4.080,0.890
177.915,B,222.400,4.070,0.905
177.935,B,224.000,4.080,0.914
177.955,B,236.520,4.090,0.967
177.973,B,227.200,4.080,0.927
177.994,B,222.800,4.080,0.909
178.013,B,226.920,4.080,0.926
178.034,B,223.520,4.080,0.912
178.054,B,236.400,4.080,0.965
178.072,B,227.120,4.060,0.922
178.092,B,263.800,4.080,1.076
178.112,B,234.600,4.080,0.957
178.132,B,226.520,4.070,0.922
178.153,B,236.800,4.080,0.966
178.171,B,225.000,4.070,0.916
178.190,B,221.920,4.080,0.905
178.211,B,229.200,4.080,0.935
178.230,B,223.720,4.080,0.913
178.251,B,230.520,4.070,0.938
178.269,B,230.800,4.080,0.942
178.289,B,224.520,4.080,0.916
178.309,B,228.200,4.080,0.931
178.329,B,223.600,4.080,0.912
178.349,B,224.200,4.080,0.915
178.368,B,230.320,4.080,0.940
178.387,B,226.120,4.070,0.920
178.407,B,218.600,4.080,0.892
178.427,B,237.800,4.070,0.968
178.447,B,232.720,4.080,0.949
178.468,B,237.120,4.080,0.967
178.485,B,223.400,4.080,0.911
178.506,B,232.320,4.080,0.948
178.526,B,228.520,4.080,0.932
178.546,B,223.400,4.080,0.911
178.566,B,236.320,4.080,0.964
178.584,B,228.520,4.080,0.932
178.604,B,223.920,4.080,0.914
178.623,B,228.120,4.080,0.931
178.644,B,224.600,4.080,0.916
178.664,B,235.120,4.080,0.959
178.683,B,223.200,4.070,0.908
178.702,B,223.920,4.070,0.911
178.723,B,222.520,4.080,0.908
178.742,B,228.920,4.090,0.936
178.763,B,230.720,4.080,0.941
178.781,B,228.800,4.080,0.934
178.801,B,223.720,4.080,0.913
178.821,B,224.000,4.080,0.914
178.841,B,227.320,4.080,0.927
178.861,B,225.000,4.080,0.918
178.879,B,230.400,4.080,0.940
178.899,B,223.720,4.070,0.911
178.919,B,220.800,4.070,0.899
178.939,B,222.920,4.080,0.910
178.959,B,223.800,4.080,0.913
178.980,B,230.920,4.080,0.942
178.997,B,223.600,4.080,0.912
179.018,B,228.320,4.080,0.932
179.037,B,223.520,4.080,0.912
179.058,B,233.000,4.080,0.951
179.078,B,234.800,4.080,0.958
179.095,B,227.320,4.070,0.925
179.116,B,223.720,4.080,0.913
179.136,B,226.320,4.080,0.923
179.156,B,223.600,4.080,0.912
179.176,B,223.720,4.080,0.913
179.194,B,222.320,4.070,0.905
179.214,B,223.800,4.070,0.911
179.234,B,222.520,4.070,0.906
179.254,B,218.520,4.080,0.892
179.275,B,228.520,4.080,0.932
179.293,B,224.000,4.080,0.914
179.313,B,228.120,4.080,0.931
179.333,B,223.800,4.080,0.913
179.352,B,223.720,4.080,0.913
179.373,B,226.720,4.070,0.923
179.391,B,223.720,4.080,0.913
179.411,B,233.920,4.080,0.954
179.431,B,231.120,4.070,0.941
