time,id,mA,V,W
59.175,B,229.600,4.080,0.937
59.193,B,223.920,4.080,0.914
59.213,B,219.720,4.070,0.894
59.233,B,225.200,4.070,0.917
59.253,B,222.520,4.080,0.908
59.273,B,230.520,4.080,0.941
59.291,B,228.320,4.080,0.932
59.311,B,223.920,4.080,0.914
59.331,B,223.600,4.080,0.912
59.352,B,228.320,4.080,0.932
59.371,B,235.200,4.080,0.960
59.390,B,223.520,4.080,0.912
59.410,B,225.200,4.080,0.919
59.430,B,225.520,4.070,0.918
59.450,B,225.000,4.080,0.918
59.470,B,231.000,4.080,0.942
59.488,B,228.200,4.080,0.931
59.508,B,220.320,4.070,0.897
59.528,B,224.920,4.070,0.915
59.548,B,222.600,4.080,0.908
59.568,B,228.520,4.080,0.932
59.588,B,228.520,4.080,0.932
59.607,B,225.720,4.080,0.921
59.626,B,224.720,4.080,0.917
59.647,B,228.600,4.080,0.933
59.667,B,223.800,4.080,0.913
59.687,B,225.920,4.070,0.919
59.705,B,225.800,4.080,0.921
59.724,B,224.720,4.080,0.917
59.745,B,225.320,4.080,0.919
59.765,B,221.920,4.070,0.903
59.785,B,231.720,4.080,0.945
59.803,B,226.720,4.080,0.925
59.823,B,230.320,4.080,0.940
59.843,B,225.120,4.080,0.918
59.864,B,225.920,4.080,0.922
59.883,B,229.600,4.080,0.937
59.902,B,225.520,4.080,0.920
59.922,B,225.720,4.080,0.921
59.941,B,225.120,4.080,0.918
59.962,B,230.320,4.080,0.940
59.981,B,229.320,4.080,0.936
60.000,B,225.720,4.070,0.919
60.020,B,245.200,4.070,0.998
60.040,B,233.600,4.080,0.953
60.060,B,233.600,4.080,0.953
60.080,B,230.000,4.080,0.938
60.100,B,225.400,4.080,0.920
60.119,B,227.000,4.080,0.926
60.138,B,225.400,4.080,0.920
60.161,B,229.800,4.080,0.938
60.178,B,225.320,4.080,0.919
60.198,B,231.920,4.080,0.946
60.217,B,225.320,4.070,0.917
60.236,B,228.120,4.080,0.931
60.257,B,225.320,4.080,0.919
60.277,B,228.600,4.070,0.930
60.297,B,269.320,4.060,1.093
60.315,B,239.520,4.080,0.977
60.335,B,247.120,4.080,1.008
60.355,B,246.720,4.080,1.007
60.376,B,246.800,4.080,1.007
60.395,B,247.000,4.070,1.005
60.413,B,252.800,4.080,1.031
60.433,B,246.800,4.080,1.007
60.453,B,247.200,4.080,1.009
60.474,B,247.200,4.080,1.009
60.493,B,247.520,4.080,1.010
60.512,B,327.200,4.070,1.332
60.532,B,322.720,4.060,1.310
60.552,B,335.320,4.070,1.365
60.572,B,334.120,4.070,1.360
60.592,B,334.000,4.070,1.359
60.612,B,339.520,4.070,1.382
60.631,B,331.720,4.070,1.350
60.650,B,294.920,4.090,1.206
60.670,B,240.800,4.090,0.985
60.690,B,237.920,4.080,0.971
60.710,B,242.920,4.080,0.991
60.729,B,240.320,4.080,0.981
60.749,B,237.600,4.080,0.969
60.769,B,235.600,4.070,0.959
60.789,B,230.520,4.080,0.941
60.809,B,236.920,4.070,0.964
60.827,B,226.800,4.080,0.925
60.848,B,225.200,4.070,0.917
60.867,B,222.800,4.080,0.909
60.888,B,231.400,4.080,0.944
60.907,B,233.200,4.070,0.949
60.925,B,228.000,4.080,0.930
60.946,B,224.920,4.080,0.918
60.965,B,230.320,4.080,0.940
60.986,B,225.120,4.080,0.918
61.005,B,227.000,4.080,0.926
61.024,B,237.920,4.080,0.971
61.044,B,233.920,4.070,0.952
61.064,B,234.720,4.080,0.958
61.084,B,231.720,4.080,0.945
61.104,B,225.720,4.080,0.921
61.122,B,247.720,4.080,1.011
61.142,B,230.120,4.080,0.939
61.164,B,223.400,4.070,0.909
61.182,B,221.600,4.070,0.902
61.202,B,228.400,4.080,0.932
61.222,B,232.200,4.080,0.947
61.241,B,227.800,4.090,0.932
61.260,B,230.320,4.090,0.942
61.281,B,225.800,4.080,0.921
61.300,B,225.520,4.080,0.920
61.321,B,237.920,4.080,0.971
61.339,B,225.200,4.080,0.919
61.359,B,227.600,4.080,0.929
61.379,B,225.520,4.080,0.920
61.399,B,227.120,4.070,0.924
61.419,B,227.520,4.080,0.928
61.437,B,225.000,4.080,0.918
61.458,B,230.000,4.080,0.938
61.477,B,225.720,4.080,0.921
61.498,B,230.200,4.080,0.939
61.517,B,232.000,4.080,0.947
61.536,B,229.320,4.080,0.936
61.556,B,226.000,4.080,0.922
61.576,B,319.520,4.070,1.300
61.596,B,238.400,4.080,0.973
61.615,B,230.800,4.080,0.942
61.634,B,237.200,4.080,0.968
61.654,B,235.000,4.080,0.959
61.674,B,230.520,4.080,0.941
61.694,B,227.720,4.070,0.927
61.714,B,231.400,4.080,0.944
61.734,B,238.200,4.080,0.972
61.753,B,225.400,4.080,0.920
61.772,B,228.120,4.080,0.931
61.793,B,227.000,4.080,0.926
61.812,B,229.720,4.080,0.937
61.833,B,232.400,4.080,0.948
61.851,B,225.200,4.080,0.919
61.871,B,229.920,4.080,0.938
61.891,B,225.200,4.080,0.919
61.911,B,225.200,4.080,0.919
61.931,B,236.600,4.080,0.965
61.949,B,222.800,4.070,0.907
61.970,B,222.520,4.080,0.908
61.989,B,225.400,4.080,0.920
62.010,B,235.120,4.090,0.962
62.029,B,238.000,4.080,0.971
62.048,B,235.000,4.080,0.959
62.068,B,234.520,4.080,0.957
62.087,B,230.400,4.080,0.940
62.108,B,235.600,4.070,0.959
62.128,B,229.000,4.070,0.932
62.146,B,231.000,4.080,0.942
62.167,B,226.720,4.080,0.925
62.186,B,225.400,4.080,0.920
62.206,B,229.600,4.080,0.937
62.227,B,225.000,4.070,0.916
62.244,B,228.520,4.070,0.930
62.265,B,227.520,4.080,0.928
62.284,B,225.000,4.080,0.918
62.304,B,229.720,4.080,0.937
62.325,B,225.600,4.080,0.920
62.344,B,236.120,4.080,0.963
62.363,B,225.200,4.080,0.919
62.382,B,225.200,4.080,0.919
62.403,B,225.400,4.080,0.920
62.423,B,225.400,4.080,0.920
62.443,B,231.520,4.080,0.945
62.461,B,225.200,4.080,0.919
62.482,B,228.720,4.070,0.931
62.501,B,224.320,4.070,0.913
62.522,B,220.920,4.070,0.899
62.541,B,244.400,4.070,0.995
62.559,B,231.920,4.080,0.946
62.580,B,225.720,4.080,0.921
62.599,B,235.400,4.080,0.960
62.620,B,224.920,4.080,0.918
62.639,B,233.000,4.070,0.948
62.658,B,226.200,4.080,0.923
62.678,B,225.920,4.080,0.922
62.699,B,225.200,4.080,0.919
62.718,B,222.600,4.070,0.906
62.739,B,225.920,4.080,0.922
62.756,B,245.920,4.080,1.003
62.776,B,230.320,4.090,0.942
62.796,B,225.720,4.090,0.923
62.816,B,230.520,4.080,0.941
62.837,B,225.200,4.080,0.919
62.856,B,237.200,4.080,0.968
62.875,B,225.400,4.080,0.920
62.894,B,229.400,4.080,0.936
62.915,B,225.320,4.080,0.919
62.935,B,224.800,4.080,0.917
62.955,B,231.400,4.080,0.944
62.973,B,225.600,4.080,0.920
62.994,B,224.720,4.080,0.917
63.013,B,225.120,4.080,0.918
63.033,B,240.920,4.080,0.983
63.053,B,238.000,4.070,0.969
63.071,B,234.120,4.080,0.955
63.092,B,230.600,4.080,0.941
63.111,B,225.320,4.080,0.919
63.132,B,229.400,4.080,0.936
63.151,B,225.000,4.080,0.918
63.171,B,225.520,4.070,0.918
63.190,B,227.000,4.080,0.926
63.210,B,224.800,4.080,0.917
63.230,B,223.800,4.070,0.911
63.251,B,223.720,4.070,0.911
63.268,B,225.520,4.070,0.918
63.288,B,230.000,4.080,0.938
63.309,B,268.000,4.070,1.091
63.328,B,257.400,4.070,1.048
63.349,B,234.200,4.080,0.956
63.366,B,231.600,4.080,0.945
63.387,B,228.720,4.080,0.933
63.406,B,230.400,4.080,0.940
63.427,B,228.800,4.080,0.934
63.447,B,228.920,4.070,0.932
63.467,B,234.320,4.070,0.954
63.485,B,230.320,4.080,0.940
63.505,B,233.720,4.080,0.954
63.525,B,233.120,4.080,0.951
63.545,B,229.120,4.080,0.935
63.565,B,228.600,4.070,0.930
63.583,B,228.920,4.070,0.932
63.604,B,233.400,4.080,0.952
63.623,B,228.720,4.080,0.933
63.644,B,229.200,4.080,0.935
63.663,B,232.600,4.080,0.949
63.682,B,235.520,4.080,0.961
63.702,B,228.800,4.080,0.934
63.722,B,231.200,4.070,0.941
63.742,B,228.800,4.080,0.934
63.761,B,228.520,4.080,0.932
63.781,B,236.800,4.080,0.966
63.800,B,225.800,4.080,0.921
63.821,B,228.800,4.080,0.934
63.841,B,228.520,4.080,0.932
63.861,B,232.920,4.080,0.950
63.879,B,231.800,4.070,0.943
63.899,B,232.800,4.080,0.950
63.919,B,228.600,4.080,0.933
63.939,B,228.600,4.080,0.933
63.959,B,228.800,4.080,0.934
63.976,B,228.400,4.070,0.930
63.997,B,238.520,4.080,0.973
64.017,B,234.720,4.080,0.958
64.037,B,233.000,4.080,0.951
64.057,B,237.000,4.080,0.967
64.077,B,235.120,4.070,0.957
64.095,B,239.320,4.080,0.976
64.116,B,228.920,4.080,0.934
64.135,B,232.720,4.080,0.949
64.156,B,228.800,4.080,0.934
64.175,B,228.400,4.080,0.932
64.193,B,239.920,4.080,0.979
64.214,B,229.120,4.080,0.935
64.233,B,228.520,4.080,0.932
64.254,B,234.200,4.070,0.953
64.273,B,229.400,4.080,0.936
64.292,B,248.520,4.070,1.011
64.312,B,232.800,4.080,0.950
64.333,B,227.920,4.090,0.932
64.352,B,238.520,4.080,0.973
64.373,B,229.000,4.080,0.934
64.390,B,239.800,4.080,0.978
64.411,B,229.120,4.080,0.935
64.431,B,232.920,4.080,0.950
64.450,B,228.120,4.080,0.931
64.471,B,229.600,4.080,0.937
64.489,B,230.200,4.080,0.939
64.509,B,232.200,4.080,0.947
64.529,B,228.600,4.080,0.933
64.549,B,226.920,4.070,0.924
64.569,B,230.000,4.070,0.936
64.589,B,228.000,4.070,0.928
64.607,B,236.400,4.070,0.962
64.628,B,229.200,4.070,0.933
64.647,B,228.520,4.080,0.932
64.667,B,232.720,4.080,0.949
64.687,B,228.320,4.080,0.932
64.705,B,235.320,4.080,0.960
64.726,B,228.400,4.080,0.932
64.745,B,228.400,4.080,0.932
64.766,B,228.000,4.080,0.930
64.786,B,228.600,4.070,0.930
64.805,B,236.720,4.080,0.966
64.824,B,228.720,4.080,0.933
64.844,B,228.000,4.080,0.930
64.864,B,229.720,4.080,0.937
64.885,B,228.320,4.080,0.932
64.903,B,235.520,4.080,0.961
64.922,B,232.600,4.080,0.949
64.943,B,228.200,4.080,0.931
64.962,B,228.120,4.080,0.931
64.983,B,232.600,4.080,0.949
65.001,B,235.200,4.080,0.960
65.021,B,228.600,4.080,0.933
65.041,B,237.920,4.080,0.971
65.061,B,236.200,4.070,0.961
65.081,B,232.800,4.080,0.950
65.102,B,235.920,4.080,0.963
65.119,B,239.200,4.070,0.974
65.139,B,233.720,4.080,0.954
65.159,B,234.120,4.080,0.955
65.179,B,232.320,4.080,0.948
65.200,B,228.320,4.080,0.932
65.217,B,238.920,4.080,0.975
65.238,B,228.200,4.080,0.931
65.257,B,228.000,4.080,0.930
65.278,B,228.120,4.080,0.931
65.298,B,228.400,4.080,0.932
65.316,B,234.720,4.070,0.955
65.336,B,231.320,4.080,0.944
65.356,B,232.600,4.080,0.949
65.376,B,227.120,4.080,0.927
65.396,B,227.520,4.080,0.928
65.415,B,234.400,4.080,0.956
65.434,B,228.200,4.080,0.931
65.455,B,232.800,4.080,0.950
65.474,B,228.200,4.080,0.931
65.495,B,228.120,4.080,0.931
65.513,B,239.720,4.080,0.978
65.533,B,227.920,4.080,0.930
65.553,B,228.400,4.080,0.932
65.573,B,227.520,4.080,0.928
65.593,B,230.920,4.070,0.940
65.611,B,232.520,4.070,0.946
65.631,B,228.520,4.080,0.932
65.651,B,228.400,4.080,0.932
65.671,B,229.120,4.080,0.935
65.691,B,232.520,4.080,0.949
65.712,B,229.520,4.080,0.936
65.729,B,234.400,4.080,0.956
65.750,B,228.320,4.080,0.932
65.769,B,232.800,4.080,0.950
65.790,B,231.720,4.080,0.945
65.810,B,224.600,4.080,0.916
65.828,B,231.600,4.080,0.945
65.848,B,224.800,4.080,0.917
65.868,B,229.720,4.080,0.937
65.888,B,225.320,4.080,0.919
65.908,B,227.120,4.080,0.927
65.927,B,231.920,4.080,0.946
65.946,B,227.120,4.080,0.927
65.967,B,225.200,4.080,0.919
65.986,B,229.120,4.080,0.935
66.007,B,224.600,4.080,0.916
66.025,B,239.600,4.080,0.978
66.045,B,233.520,4.080,0.953
66.065,B,231.600,4.080,0.945
66.085,B,229.200,4.080,0.935
66.105,B,234.120,4.080,0.955
66.123,B,228.320,4.070,0.929
66.143,B,221.120,4.080,0.902
66.163,B,229.400,4.080,0.936
66.184,B,224.720,4.080,0.917
66.203,B,225.600,4.080,0.920
66.224,B,234.800,4.080,0.958
66.241,B,225.320,4.080,0.919
66.262,B,224.720,4.080,0.917
66.282,B,229.000,4.070,0.932
66.302,B,224.520,4.080,0.916
66.322,B,225.720,4.080,0.921
66.339,B,264.000,4.080,1.077
66.360,B,228.520,4.080,0.932
66.380,B,232.920,4.080,0.950
66.400,B,228.120,4.070,0.928
66.420,B,225.400,4.070,0.917
66.439,B,239.120,4.080,0.976
66.458,B,228.200,4.080,0.931
66.479,B,228.320,4.080,0.932
66.498,B,232.400,4.080,0.948
66.519,B,228.120,4.080,0.931
66.537,B,235.120,4.080,0.959
66.556,B,233.000,4.080,0.951
66.577,B,231.800,4.080,0.946
66.596,B,299.320,4.060,1.215
66.617,B,288.120,4.090,1.178
66.635,B,232.800,4.080,0.950
66.655,B,234.600,4.080,0.957
66.675,B,228.120,4.070,0.928
66.695,B,227.200,4.080,0.927
66.715,B,231.400,4.080,0.944
66.734,B,229.920,4.080,0.938
66.753,B,231.120,4.080,0.943
66.774,B,224.800,4.080,0.917
66.794,B,229.600,4.080,0.937
66.813,B,225.400,4.080,0.920
66.834,B,229.400,4.080,0.936
66.851,B,227.200,4.070,0.925
66.872,B,224.800,4.080,0.917
66.892,B,224.600,4.080,0.916
66.912,B,229.320,4.080,0.936
66.935,B,223.200,4.070,0.908
66.951,B,223.520,4.070,0.910
66.970,B,226.320,4.070,0.921
66.991,B,223.000,4.080,0.910
67.010,B,227.120,4.080,0.927
67.031,B,229.920,4.070,0.936
67.049,B,235.920,4.080,0.963
67.068,B,231.120,4.070,0.941
67.089,B,228.920,4.080,0.934
67.108,B,229.320,4.080,0.936
67.129,B,224.120,4.080,0.914
67.147,B,225.400,4.080,0.920
67.167,B,224.800,4.080,0.917
67.187,B,229.120,4.080,0.935
67.207,B,225.000,4.080,0.918
67.227,B,219.320,4.070,0.893
67.246,B,222.600,4.080,0.908
67.265,B,235.600,4.080,0.961
67.285,B,224.720,4.080,0.917
67.306,B,229.200,4.080,0.935
67.325,B,224.720,4.080,0.917
67.346,B,230.320,4.080,0.940
67.364,B,236.120,4.080,0.963
67.384,B,229.600,4.080,0.937
67.404,B,224.600,4.080,0.916
67.424,B,225.400,4.090,0.922
67.444,B,229.720,4.080,0.937
67.463,B,227.000,4.060,0.922
67.482,B,222.200,4.070,0.904
67.502,B,228.120,4.080,0.931
67.522,B,225.000,4.080,0.918
67.542,B,226.200,4.080,0.923
67.561,B,224.920,4.080,0.918
67.580,B,235.800,4.080,0.962
67.601,B,229.120,4.080,0.935
67.620,B,224.920,4.080,0.918
67.641,B,229.200,4.080,0.935
67.659,B,224.800,4.080,0.917
67.679,B,231.800,4.080,0.946
67.699,B,224.600,4.080,0.916
67.719,B,229.200,4.080,0.935
67.739,B,220.600,4.070,0.898
67.757,B,221.600,4.070,0.902
67.777,B,234.720,4.080,0.958
67.797,B,224.400,4.080,0.916
67.817,B,224.400,4.080,0.916
67.837,B,229.320,4.080,0.936
67.856,B,224.200,4.080,0.915
67.876,B,231.320,4.080,0.944
67.896,B,224.120,4.080,0.914
67.916,B,230.400,4.080,0.940
67.936,B,224.720,4.080,0.917
67.956,B,224.520,4.080,0.916
67.974,B,237.520,4.060,0.964
67.994,B,244.520,4.080,0.998
68.014,B,227.920,4.070,0.928
68.034,B,237.720,4.080,0.970
68.054,B,234.000,4.080,0.955
68.073,B,230.800,4.080,0.942
68.092,B,233.120,4.080,0.951
68.113,B,233.520,4.080,0.953
68.132,B,226.320,4.080,0.923
68.153,B,224.920,4.080,0.918
68.171,B,229.120,4.080,0.935
68.191,B,233.000,4.080,0.951
68.211,B,226.520,4.090,0.926
68.230,B,224.520,4.080,0.916
68.251,B,229.600,4.080,0.937
68.269,B,223.800,4.070,0.911
68.289,B,227.120,4.070,0.924
68.309,B,221.720,4.080,0.905
68.329,B,224.400,4.080,0.916
68.349,B,225.600,4.080,0.920
68.368,B,224.600,4.080,0.916
68.388,B,242.520,4.080,0.989
68.408,B,224.600,4.080,0.916
68.428,B,224.600,4.080,0.916
68.448,B,224.600,4.080,0.916
68.466,B,225.720,4.080,0.921
68.486,B,231.200,4.080,0.943
68.506,B,224.720,4.080,0.917
68.526,B,228.800,4.080,0.934
68.546,B,222.000,4.080,0.906
68.566,B,229.520,4.080,0.936
68.585,B,236.400,4.080,0.965
68.604,B,226.000,4.080,0.922
68.625,B,224.120,4.080,0.914
68.645,B,224.200,4.080,0.915
68.665,B,225.400,4.080,0.920
68.683,B,225.320,4.070,0.917
68.702,B,234.800,4.080,0.958
68.723,B,224.320,4.080,0.915
68.742,B,229.320,4.080,0.936
68.763,B,224.720,4.080,0.917
68.781,B,229.120,4.080,0.935
68.801,B,228.000,4.070,0.928
68.821,B,220.920,4.080,0.901
68.841,B,224.600,4.080,0.916
68.861,B,308.520,4.030,1.243
68.880,B,386.400,4.050,1.565
68.899,B,360.320,4.050,1.459
68.919,B,380.320,4.060,1.544
68.940,B,391.400,4.060,1.589
68.959,B,420.720,4.050,1.704
68.978,B,397.200,4.060,1.613
68.998,B,408.920,4.060,1.660
69.018,B,320.520,4.090,1.311
69.038,B,380.800,4.070,1.550
69.058,B,338.120,4.080,1.380
69.078,B,398.800,4.080,1.627
69.097,B,321.000,4.090,1.313
69.116,B,360.520,4.100,1.478
69.137,B,294.320,4.090,1.204
69.157,B,261.800,4.090,1.071
69.176,B,242.400,4.080,0.989
69.195,B,238.720,4.080,0.974
69.214,B,236.720,4.080,0.966
69.235,B,300.320,4.070,1.222
69.255,B,369.200,4.040,1.492
69.275,B,336.320,4.090,1.376
69.293,B,253.120,4.090,1.035
69.313,B,252.400,4.090,1.032
69.333,B,228.200,4.080,0.931
69.354,B,241.920,4.060,0.982
69.373,B,261.400,4.090,1.069
69.391,B,221.800,4.080,0.905
69.412,B,226.000,4.070,0.920
69.431,B,221.000,4.080,0.902
69.452,B,220.200,4.080,0.898
69.471,B,220.200,4.080,0.898
69.490,B,219.720,4.080,0.896
69.510,B,221.920,4.080,0.905
69.530,B,245.000,4.020,0.985
69.550,B,294.920,4.080,1.203
69.570,B,243.600,4.080,0.994
69.590,B,236.000,4.080,0.963
69.609,B,247.920,4.070,1.009
69.629,B,239.320,4.080,0.976
69.648,B,234.920,4.080,0.958
69.669,B,224.920,4.080,0.918
69.688,B,228.320,4.080,0.932
69.707,B,236.320,4.070,0.962
69.726,B,225.120,4.080,0.918
69.747,B,224.600,4.090,0.919
69.767,B,228.520,4.080,0.932
69.787,B,224.200,4.080,0.915
69.805,B,233.400,4.080,0.952
69.825,B,223.920,4.080,0.914
69.845,B,226.320,4.080,0.923
69.866,B,223.520,4.080,0.912
69.885,B,223.520,4.070,0.910
69.903,B,226.400,4.080,0.924
69.923,B,229.600,4.080,0.937
69.943,B,218.920,4.070,0.891
69.964,B,224.920,4.080,0.918
69.983,B,223.400,4.080,0.911
70.002,B,223.920,4.080,0.914
70.022,B,230.800,4.080,0.942
70.042,B,240.200,4.080,0.980
70.062,B,228.920,4.080,0.934
70.082,B,232.400,4.080,0.948
70.102,B,231.200,4.080,0.943
70.120,B,230.520,4.080,0.941
70.140,B,223.120,4.070,0.908
70.160,B,237.920,4.080,0.971
70.180,B,223.120,4.080,0.910
70.200,B,219.000,4.060,0.889
70.219,B,224.320,4.070,0.913
70.239,B,225.520,4.080,0.920
70.259,B,223.600,4.080,0.912
70.279,B,227.920,4.080,0.930
70.299,B,223.600,4.080,0.912
70.317,B,225.600,4.080,0.920
70.336,B,225.000,4.080,0.918
70.357,B,228.200,4.080,0.931
70.377,B,223.520,4.080,0.912
70.397,B,223.600,4.080,0.912
70.415,B,223.600,4.080,0.912
70.435,B,225.400,4.070,0.917
70.455,B,223.000,4.080,0.910
70.476,B,223.600,4.070,0.910
70.495,B,220.400,4.080,0.899
70.514,B,225.600,4.090,0.923
70.534,B,224.000,4.080,0.914
70.554,B,223.800,4.080,0.913
70.574,B,224.600,4.080,0.916
70.593,B,228.200,4.080,0.931
70.612,B,223.920,4.080,0.914
70.632,B,223.800,4.080,0.913
70.652,B,223.320,4.080,0.911
70.672,B,228.120,4.080,0.931
70.692,B,220.400,4.070,0.897
70.712,B,219.120,4.080,0.894
70.731,B,228.000,4.080,0.930
70.751,B,230.200,4.080,0.939
70.771,B,228.400,4.080,0.932
70.791,B,223.600,4.080,0.912
70.811,B,225.920,4.080,0.922
70.829,B,223.720,4.080,0.913
70.849,B,231.400,4.080,0.944
70.869,B,223.120,4.070,0.908
70.889,B,229.800,4.080,0.938
70.909,B,223.320,4.080,0.911
70.927,B,228.200,4.080,0.931
70.948,B,234.400,4.080,0.956
70.967,B,223.120,4.080,0.910
70.988,B,217.720,4.070,0.886
71.007,B,225.720,4.080,0.921
71.026,B,223.400,4.080,0.911
71.046,B,234.920,4.070,0.956
71.065,B,235.920,4.080,0.963
71.086,B,231.920,4.070,0.944
71.105,B,225.200,4.080,0.919
71.124,B,227.920,4.080,0.930
71.144,B,223.600,4.080,0.912
71.164,B,229.920,4.080,0.938
71.184,B,227.800,4.080,0.929
71.204,B,221.920,4.070,0.903
71.224,B,222.520,4.070,0.906
71.243,B,219.200,4.080,0.894
71.262,B,234.400,4.080,0.956
71.283,B,224.120,4.080,0.914
71.302,B,229.120,4.090,0.937
71.322,B,228.120,4.080,0.931
71.341,B,224.400,4.080,0.916
71.361,B,230.800,4.080,0.942
71.381,B,227.720,4.070,0.927
71.401,B,225.520,4.080,0.920
71.421,B,223.720,4.080,0.913
71.439,B,223.520,4.080,0.912
71.460,B,245.800,4.070,1.000
71.479,B,232.400,4.080,0.948
71.500,B,220.800,4.070,0.899
71.519,B,219.600,4.070,0.894
71.537,B,225.320,4.080,0.919
71.558,B,229.600,4.080,0.937
71.577,B,225.000,4.080,0.918
71.598,B,227.520,4.080,0.928
71.617,B,269.320,4.060,1.093
71.636,B,308.400,4.070,1.255
71.656,B,292.920,4.080,1.195
71.676,B,244.600,4.080,0.998
71.696,B,229.120,4.080,0.935
71.716,B,228.800,4.080,0.934
71.734,B,232.400,4.080,0.948
71.754,B,224.800,4.070,0.915
71.774,B,235.320,4.080,0.960
71.794,B,233.000,4.080,0.951
71.814,B,229.720,4.080,0.937
71.834,B,228.600,4.080,0.933
71.853,B,233.120,4.080,0.951
71.873,B,244.400,4.080,0.997
71.893,B,228.800,4.080,0.934
71.913,B,231.320,4.070,0.941
71.933,B,229.720,4.080,0.937
71.951,B,228.600,4.080,0.933
71.972,B,235.800,4.080,0.962
71.991,B,233.200,4.080,0.951
72.011,B,224.320,4.070,0.913
72.031,B,228.520,4.070,0.930
72.049,B,237.120,4.080,0.967
72.070,B,240.720,4.090,0.985
72.089,B,231.320,4.080,0.944
72.110,B,228.400,4.080,0.932
72.130,B,223.920,4.080,0.914
72.148,B,230.320,4.080,0.940
72.168,B,230.000,4.080,0.938
72.188,B,227.720,4.080,0.929
72.208,B,223.320,4.080,0.911
72.229,B,223.520,4.080,0.912
72.246,B,223.200,4.080,0.911
72.266,B,226.000,4.060,0.918
72.286,B,224.000,4.080,0.914
72.306,B,222.920,4.080,0.910
72.327,B,228.120,4.080,0.931
72.346,B,223.600,4.080,0.912
72.365,B,251.720,4.070,1.025
72.384,B,261.600,4.080,1.067
72.405,B,234.200,4.080,0.956
72.425,B,227.000,4.080,0.926
72.445,B,228.000,4.070,0.928
72.463,B,226.600,4.080,0.925
72.483,B,231.600,4.070,0.943
72.503,B,225.400,4.070,0.917
72.523,B,223.920,4.080,0.914
72.543,B,223.800,4.080,0.913
72.561,B,229.800,4.070,0.935
72.582,B,235.320,4.080,0.960
72.601,B,228.000,4.080,0.930
72.622,B,224.800,4.080,0.917
72.641,B,223.600,4.080,0.912
72.660,B,223.520,4.080,0.912
72.680,B,232.400,4.080,0.948
72.700,B,223.520,4.080,0.912
72.720,B,227.400,4.080,0.928
72.740,B,223.600,4.080,0.912
72.758,B,223.720,4.080,0.913
72.778,B,228.720,4.070,0.931
72.799,B,228.200,4.080,0.931
72.818,B,220.400,4.070,0.897
72.839,B,220.720,4.080,0.901
72.856,B,223.800,4.080,0.913
72.877,B,224.120,4.080,0.914
72.896,B,230.320,4.080,0.940
72.917,B,228.000,4.080,0.930
72.937,B,223.400,4.080,0.911
72.956,B,223.400,4.080,0.911
72.975,B,225.720,4.080,0.921
72.995,B,231.920,4.080,0.946
73.015,B,223.520,4.080,0.912
73.035,B,220.200,4.070,0.896
73.055,B,237.800,4.080,0.970
73.073,B,228.320,4.080,0.932
73.094,B,239.000,4.070,0.973
73.113,B,226.520,4.080,0.924
73.134,B,225.520,4.080,0.920
73.153,B,223.600,4.080,0.912
73.171,B,224.120,4.080,0.914
73.192,B,229.720,4.080,0.937
73.211,B,224.920,4.080,0.918
73.232,B,223.120,4.080,0.910
73.252,B,226.920,4.070,0.924
73.270,B,223.000,4.080,0.910
73.290,B,235.600,4.080,0.961
73.310,B,223.200,4.080,0.911
73.330,B,231.320,4.070,0.941
73.351,B,222.400,4.080,0.907
73.368,B,223.200,4.080,0.911
73.389,B,228.000,4.080,0.930
73.409,B,226.920,4.080,0.926
73.428,B,223.400,4.080,0.911
73.449,B,227.920,4.080,0.930
73.468,B,223.520,4.080,0.912
73.487,B,224.400,4.080,0.916
73.506,B,231.800,4.070,0.943
73.527,B,223.800,4.080,0.913
73.547,B,223.400,4.080,0.911
73.567,B,223.400,4.080,0.911
73.585,B,222.600,4.070,0.906
73.606,B,231.400,4.080,0.944
73.625,B,228.920,4.080,0.934
73.646,B,229.120,4.080,0.935
73.665,B,223.920,4.080,0.914
73.683,B,223.720,4.080,0.913
73.704,B,228.120,4.080,0.931
73.724,B,227.920,4.080,0.930
73.744,B,223.400,4.080,0.911
73.763,B,223.400,4.080,0.911
73.782,B,225.520,4.070,0.918
73.802,B,223.920,4.080,0.914
73.823,B,223.400,4.080,0.911
73.842,B,224.720,4.080,0.917
73.863,B,227.800,4.080,0.929
73.880,B,229.400,4.070,0.934
73.900,B,225.600,4.080,0.920
73.921,B,227.720,4.080,0.929
73.940,B,228.400,4.080,0.932
73.961,B,223.320,4.080,0.911
73.978,B,229.400,4.080,0.936
73.999,B,223.200,4.080,0.911
74.019,B,228.120,4.070,0.928
74.039,B,231.000,4.080,0.942
74.059,B,230.920,4.080,0.942
74.079,B,228.200,4.080,0.931
74.097,B,227.800,4.080,0.929
74.117,B,224.000,4.060,0.909
74.137,B,224.200,4.080,0.915
74.157,B,223.600,4.080,0.912
74.177,B,228.800,4.070,0.931
74.195,B,229.720,4.080,0.937
74.216,B,223.320,4.080,0.911
74.235,B,223.000,4.080,0.910
74.256,B,223.920,4.080,0.914
74.275,B,222.920,4.080,0.910
74.294,B,223.600,4.080,0.912
74.314,B,227.600,4.080,0.929
74.335,B,238.400,4.080,0.973
74.354,B,223.600,4.080,0.912
74.374,B,225.320,4.070,0.917
74.392,B,219.200,4.090,0.897
74.412,B,230.200,4.080,0.939
